,keywords,number_of_times_word_appeared,tf,idf,tf_idf
2336,much But,1,5.611357387352e-05,0.0,0.0
2337,60minute reviews,1,5.611357387352e-05,0.0,0.0
2338,projects maintenance reallocating,1,5.611357387352e-05,0.0,0.0
2340,fast decision making,1,5.611357387352e-05,0.0,0.0
2341,sporting events,1,5.611357387352e-05,0.0,0.0
2342,campaigns win back,1,5.611357387352e-05,0.0,0.0
2343,adapt organizations new,1,5.611357387352e-05,0.0,0.0
2344,partnerships proved,1,5.611357387352e-05,0.0,0.0
2345,channels They ’,1,5.611357387352e-05,0.0,0.0
2346,long term avoid,1,5.611357387352e-05,0.0,0.0
2347,far greater,1,5.611357387352e-05,0.0,0.0
2316,high flexibility operations,1,5.611357387352e-05,0.0,0.0
2315,McKinsey early April,1,5.611357387352e-05,0.0,0.0
2314,business priorities,1,5.611357387352e-05,0.0,0.0
2313,sector For,1,5.611357387352e-05,0.0,0.0
2282,channels They,1,5.611357387352e-05,0.0,0.0
2283,grow Who,1,5.611357387352e-05,0.0,0.0
2284,advantage empty,1,5.611357387352e-05,0.0,0.0
2285,office Bob Sternfels,1,5.611357387352e-05,0.0,0.0
2286,life These,1,5.611357387352e-05,0.0,0.0
2288,accelerated decline manual,1,5.611357387352e-05,0.0,0.0
2289,sector For many,1,5.611357387352e-05,0.0,0.0
2290,communities first ”,1,5.611357387352e-05,0.0,0.0
2291,operate organize use,1,5.611357387352e-05,0.0,0.0
2292,portfolio rationalization Companies,1,5.611357387352e-05,0.0,0.0
2293,analytics It,1,5.611357387352e-05,0.0,0.0
2294,insight experiment refine,1,5.611357387352e-05,0.0,0.0
2295,” one CEO,1,5.611357387352e-05,0.0,0.0
2296,business priorities digital,1,5.611357387352e-05,0.0,0.0
2484,revenue profile,1,5.611357387352e-05,0.0,0.0
2297,going enhancing,1,5.611357387352e-05,0.0,0.0
2299,recover operate organize,1,5.611357387352e-05,0.0,0.0
2300,shift closed systems,1,5.611357387352e-05,0.0,0.0
2301,chains steadily 4,1,5.611357387352e-05,0.0,0.0
2302,navigate demand forecasting,1,5.611357387352e-05,0.0,0.0
2303,fully starts,1,5.611357387352e-05,0.0,0.0
2304,cars For,1,5.611357387352e-05,0.0,0.0
2305,greatly improve,1,5.611357387352e-05,0.0,0.0
2306,everything need,1,5.611357387352e-05,0.0,0.0
2307,Brazilian football new,1,5.611357387352e-05,0.0,0.0
2308,longterm strategic advantage,1,5.611357387352e-05,0.0,0.0
2309,execute quickly,1,5.611357387352e-05,0.0,0.0
2310,Act urgency,1,5.611357387352e-05,0.0,0.0
2311,jumping quick,1,5.611357387352e-05,0.0,0.0
2312,must decide,1,5.611357387352e-05,0.0,0.0
2298,identity Leaders employees,1,5.611357387352e-05,0.0,0.0
2485,set foundations,1,5.611357387352e-05,0.0,0.0
2486,enabled technology,1,5.611357387352e-05,0.0,0.0
2487,digital collection,1,5.611357387352e-05,0.0,0.0
2661,described five qualities,1,5.611357387352e-05,0.0,0.0
2662,increasingly willing embrace,1,5.611357387352e-05,0.0,0.0
2663,1 1,1,5.611357387352e-05,0.0,0.0
2664,modeling techniques Getting,1,5.611357387352e-05,0.0,0.0
2666,Assuming company leaders,1,5.611357387352e-05,0.0,0.0
2667,Images The 1966,1,5.611357387352e-05,0.0,0.0
2669,however leading innovators,1,5.611357387352e-05,0.0,0.0
2670,nontraditional collaborations partners,1,5.611357387352e-05,0.0,0.0
2671,“ contactless,1,5.611357387352e-05,0.0,0.0
2672,adapt organizations,1,5.611357387352e-05,0.0,0.0
2673,reduce cost,1,5.611357387352e-05,0.0,0.0
2674,work best,1,5.611357387352e-05,0.0,0.0
2675,differ depending,1,5.611357387352e-05,0.0,0.0
2676,opposed previous,1,5.611357387352e-05,0.0,0.0
2677,radical new levels,1,5.611357387352e-05,0.0,0.0
2678,operations changes go,1,5.611357387352e-05,0.0,0.0
2679,sources reskilling sales,1,5.611357387352e-05,0.0,0.0
2680,Through COVID19 recovery,1,5.611357387352e-05,0.0,0.0
2681,seen much,1,5.611357387352e-05,0.0,0.0
2682,businesses processes,1,5.611357387352e-05,0.0,0.0
2683,early April said,1,5.611357387352e-05,0.0,0.0
2684,roles Third adoption,1,5.611357387352e-05,0.0,0.0
2685,propositions Successful,1,5.611357387352e-05,0.0,0.0
2686,year There,1,5.611357387352e-05,0.0,0.0
2687,sell Once,1,5.611357387352e-05,0.0,0.0
2688,learning scale cultivation,1,5.611357387352e-05,0.0,0.0
2689,reacted like,1,5.611357387352e-05,0.0,0.0
2690,chains also,1,5.611357387352e-05,0.0,0.0
2691,collection model,1,5.611357387352e-05,0.0,0.0
2660,incorporate new,1,5.611357387352e-05,0.0,0.0
2692,asked Call,1,5.611357387352e-05,0.0,0.0
2659,development digital,1,5.611357387352e-05,0.0,0.0
2657,initial research purchase,1,5.611357387352e-05,0.0,0.0
2626,organizations forced work,1,5.611357387352e-05,0.0,0.0
2627,customer enabled technology,1,5.611357387352e-05,0.0,0.0
2629,linking previously unconnected,1,5.611357387352e-05,0.0,0.0
2630,crisis use 7,1,5.611357387352e-05,0.0,0.0
2631,sector “,1,5.611357387352e-05,0.0,0.0
2632,mutually beneficial partnerships,1,5.611357387352e-05,0.0,0.0
2633,matter whether,1,5.611357387352e-05,0.0,0.0
2634,get ahead,1,5.611357387352e-05,0.0,0.0
2635,require stable,1,5.611357387352e-05,0.0,0.0
2636,called firsttime customers,1,5.611357387352e-05,0.0,0.0
2637,know company,1,5.611357387352e-05,0.0,0.0
2638,plane going,1,5.611357387352e-05,0.0,0.0
2639,long term get,1,5.611357387352e-05,0.0,0.0
2640,work best Sixty,1,5.611357387352e-05,0.0,0.0
2641,term example evaluating,1,5.611357387352e-05,0.0,0.0
2642,effective clear growth,1,5.611357387352e-05,0.0,0.0
2643,beautiful And Pelé,1,5.611357387352e-05,0.0,0.0
2644,Sneader global,1,5.611357387352e-05,0.0,0.0
2645,adoption levers,1,5.611357387352e-05,0.0,0.0
2646,whose revenues fell,1,5.611357387352e-05,0.0,0.0
2648,costs variable,1,5.611357387352e-05,0.0,0.0
2649,To adapt companies,1,5.611357387352e-05,0.0,0.0
2650,company stands,1,5.611357387352e-05,0.0,0.0
2651,For many toughest,1,5.611357387352e-05,0.0,0.0
2652,never return World,1,5.611357387352e-05,0.0,0.0
2653,Pelé named player,1,5.611357387352e-05,0.0,0.0
2654,Customer experience safety,1,5.611357387352e-05,0.0,0.0
2655,generation—for example linking,1,5.611357387352e-05,0.0,0.0
2656,“ last,1,5.611357387352e-05,0.0,0.0
2658,lost step,1,5.611357387352e-05,0.0,0.0
2693,Accelerate tech modernization,1,5.611357387352e-05,0.0,0.0
2694,country even,1,5.611357387352e-05,0.0,0.0
2695,improve IT,1,5.611357387352e-05,0.0,0.0
2732,cost flexibility,1,5.611357387352e-05,0.0,0.0
2733,deep understanding,1,5.611357387352e-05,0.0,0.0
2734,noted would likely,1,5.611357387352e-05,0.0,0.0
2735,stronger companies reimagine,1,5.611357387352e-05,0.0,0.0
2736,need happen,1,5.611357387352e-05,0.0,0.0
2737,shocks In,1,5.611357387352e-05,0.0,0.0
2739,sustainable operations,1,5.611357387352e-05,0.0,0.0
2740,percent business year,1,5.611357387352e-05,0.0,0.0
2741,full suite technologyenabled,1,5.611357387352e-05,0.0,0.0
2742,deliver quickly,1,5.611357387352e-05,0.0,0.0
2743,reimagining everything,1,5.611357387352e-05,0.0,0.0
2744,capture new opportunities,1,5.611357387352e-05,0.0,0.0
2745,quickly order two,1,5.611357387352e-05,0.0,0.0
2746,COVID19 crisis accelerated,1,5.611357387352e-05,0.0,0.0
2747,talent development How,1,5.611357387352e-05,0.0,0.0
2748,likely see significant,1,5.611357387352e-05,0.0,0.0
2749,every domain ”,1,5.611357387352e-05,0.0,0.0
2750,customers cancelled orders,1,5.611357387352e-05,0.0,0.0
2751,ambitious digital,1,5.611357387352e-05,0.0,0.0
2752,usual nearly,1,5.611357387352e-05,0.0,0.0
2753,built around,1,5.611357387352e-05,0.0,0.0
2755,two three days,1,5.611357387352e-05,0.0,0.0
2756,defined use,1,5.611357387352e-05,0.0,0.0
2757,move postCOVID19,1,5.611357387352e-05,0.0,0.0
2758,customers value postCOVID19,1,5.611357387352e-05,0.0,0.0
2759,modernization Companies also,1,5.611357387352e-05,0.0,0.0
2760,best team,1,5.611357387352e-05,0.0,0.0
2761,point Brazilian,1,5.611357387352e-05,0.0,0.0
2762,like startup,1,5.611357387352e-05,0.0,0.0
3245,States went live,1,5.611357387352e-05,0.0,0.0
2730,operations coronavirus,1,5.611357387352e-05,0.0,0.0
2729,use 7,1,5.611357387352e-05,0.0,0.0
2728,commit going,1,5.611357387352e-05,0.0,0.0
2696,time conduct many,1,5.611357387352e-05,0.0,0.0
2698,’ next,1,5.611357387352e-05,0.0,0.0
2699,operational resilience including,1,5.611357387352e-05,0.0,0.0
2700,LOW SLOW,1,5.611357387352e-05,0.0,0.0
2701,Hong Kong office,1,5.611357387352e-05,0.0,0.0
2702,areas focus,1,5.611357387352e-05,0.0,0.0
2703,needed sustain,1,5.611357387352e-05,0.0,0.0
2704,To companies,1,5.611357387352e-05,0.0,0.0
2705,see significant,1,5.611357387352e-05,0.0,0.0
2706,Increase speed,1,5.611357387352e-05,0.0,0.0
2707,postCOVID19 environment Business,1,5.611357387352e-05,0.0,0.0
2708,analytics combine new,1,5.611357387352e-05,0.0,0.0
2709,’ important identify,1,5.611357387352e-05,0.0,0.0
2710,team even,1,5.611357387352e-05,0.0,0.0
2625,valuechain digitization Creating,1,5.611357387352e-05,0.0,0.0
2711,solutions quickly,1,5.611357387352e-05,0.0,0.0
2713,recently asked,1,5.611357387352e-05,0.0,0.0
2714,crisis organizations forced,1,5.611357387352e-05,0.0,0.0
2715,reflect postCOVID19,1,5.611357387352e-05,0.0,0.0
2716,social contract employee,1,5.611357387352e-05,0.0,0.0
2717,partnerships proved resilient,1,5.611357387352e-05,0.0,0.0
2719,going enhancing expanding,1,5.611357387352e-05,0.0,0.0
2720,The emphasis different,1,5.611357387352e-05,0.0,0.0
2721,functional skills,1,5.611357387352e-05,0.0,0.0
2722,CEO recalled,1,5.611357387352e-05,0.0,0.0
2723,making implementing change,1,5.611357387352e-05,0.0,0.0
2724,field The,1,5.611357387352e-05,0.0,0.0
2725,banks mining,1,5.611357387352e-05,0.0,0.0
2726,matters becomes clear,1,5.611357387352e-05,0.0,0.0
2727,impact FAST 3,1,5.611357387352e-05,0.0,0.0
2712,employees communities,1,5.611357387352e-05,0.0,0.0
2764,network teams effective,1,5.611357387352e-05,0.0,0.0
2624,three months opposed,1,5.611357387352e-05,0.0,0.0
2622,Marketing efficiency Ecommerce,1,5.611357387352e-05,0.0,0.0
2522,shifts operating,1,5.611357387352e-05,0.0,0.0
2523,improve IT productivity,1,5.611357387352e-05,0.0,0.0
2524,facing hardship Accelerate,1,5.611357387352e-05,0.0,0.0
2525,sales organizations,1,5.611357387352e-05,0.0,0.0
2526,operations onpremise decommissioning,1,5.611357387352e-05,0.0,0.0
2527,’ ability execute,1,5.611357387352e-05,0.0,0.0
2528,weekly even monthly,1,5.611357387352e-05,0.0,0.0
2529,firms telling employees,1,5.611357387352e-05,0.0,0.0
2530,many examples,1,5.611357387352e-05,0.0,0.0
2531,limited accelerated productdevelopment,1,5.611357387352e-05,0.0,0.0
2532,tell ’ faster,1,5.611357387352e-05,0.0,0.0
2533,nimble ecosystem management,1,5.611357387352e-05,0.0,0.0
2534,It difficult,1,5.611357387352e-05,0.0,0.0
2535,percent traditional channels,1,5.611357387352e-05,0.0,0.0
2537,unconnected goods services—technology,1,5.611357387352e-05,0.0,0.0
2538,one company moved,1,5.611357387352e-05,0.0,0.0
2539,new technologies consumer,1,5.611357387352e-05,0.0,0.0
2540,models enable,1,5.611357387352e-05,0.0,0.0
2541,organizations new,1,5.611357387352e-05,0.0,0.0
2542,external suppliers supplement,1,5.611357387352e-05,0.0,0.0
2543,costs flexible neartomedium,1,5.611357387352e-05,0.0,0.0
2544,many companies,1,5.611357387352e-05,0.0,0.0
2545,tools approaches,1,5.611357387352e-05,0.0,0.0
2546,Kevin Sneader Bob,1,5.611357387352e-05,0.0,0.0
2547,also beautiful And,1,5.611357387352e-05,0.0,0.0
2548,telecommunications company,1,5.611357387352e-05,0.0,0.0
2549,communication collaboration tools,1,5.611357387352e-05,0.0,0.0
2550,type customer Similarly,1,5.611357387352e-05,0.0,0.0
2551,accelerate efforts likely,1,5.611357387352e-05,0.0,0.0
2521,crisis aftermath,1,5.611357387352e-05,0.0,0.0
2553,In way many,1,5.611357387352e-05,0.0,0.0
2520,country In article,1,5.611357387352e-05,0.0,0.0
2518,different ways,1,5.611357387352e-05,0.0,0.0
2488,normal resolve,1,5.611357387352e-05,0.0,0.0
2490,critical roles linked,1,5.611357387352e-05,0.0,0.0
2491,ability embed,1,5.611357387352e-05,0.0,0.0
2492,stretched 18,1,5.611357387352e-05,0.0,0.0
2493,Ecosystems adaptability Given,1,5.611357387352e-05,0.0,0.0
2494,COVID19 hastened pace,1,5.611357387352e-05,0.0,0.0
2495,’ successfully,1,5.611357387352e-05,0.0,0.0
2496,In environment strong,1,5.611357387352e-05,0.0,0.0
2497,At time striking,1,5.611357387352e-05,0.0,0.0
2498,customers employees scale,1,5.611357387352e-05,0.0,0.0
2499,adapting quickly,1,5.611357387352e-05,0.0,0.0
2500,modernization Companies,1,5.611357387352e-05,0.0,0.0
2501,moved fast,1,5.611357387352e-05,0.0,0.0
2502,seamless ecommerce,1,5.611357387352e-05,0.0,0.0
2503,connectivity Now leaders,1,5.611357387352e-05,0.0,0.0
2504,certainty In world,1,5.611357387352e-05,0.0,0.0
2505,plan stretched 18,1,5.611357387352e-05,0.0,0.0
2506,technology always,1,5.611357387352e-05,0.0,0.0
2507,era leaders,1,5.611357387352e-05,0.0,0.0
2508,people fill,1,5.611357387352e-05,0.0,0.0
2509,Companies need rethink,1,5.611357387352e-05,0.0,0.0
2510,city For example,1,5.611357387352e-05,0.0,0.0
2511,changed significantly continue,1,5.611357387352e-05,0.0,0.0
2512,defining role,1,5.611357387352e-05,0.0,0.0
2513,We see three,1,5.611357387352e-05,0.0,0.0
2514,2020 ©,1,5.611357387352e-05,0.0,0.0
2515,focused teams,1,5.611357387352e-05,0.0,0.0
2516,internal “ digital,1,5.611357387352e-05,0.0,0.0
2517,experiences based insights,1,5.611357387352e-05,0.0,0.0
2519,resources require,1,5.611357387352e-05,0.0,0.0
2554,protect wider acute,1,5.611357387352e-05,0.0,0.0
2555,model customers facing,1,5.611357387352e-05,0.0,0.0
2556,expertise experience,1,5.611357387352e-05,0.0,0.0
2592,placed character results,1,5.611357387352e-05,0.0,0.0
2593,customer experiences,1,5.611357387352e-05,0.0,0.0
2595,also called firsttime,1,5.611357387352e-05,0.0,0.0
2596,hit United,1,5.611357387352e-05,0.0,0.0
2597,Assortment range,1,5.611357387352e-05,0.0,0.0
2598,startup They,1,5.611357387352e-05,0.0,0.0
2599,cloud operations,1,5.611357387352e-05,0.0,0.0
2600,shown better,1,5.611357387352e-05,0.0,0.0
2601,Clear goals focused,1,5.611357387352e-05,0.0,0.0
2602,leaders emerging,1,5.611357387352e-05,0.0,0.0
2603,evaluating nonessential,1,5.611357387352e-05,0.0,0.0
2604,rise need analytical,1,5.611357387352e-05,0.0,0.0
2605,cloud automation,1,5.611357387352e-05,0.0,0.0
2606,7 From,1,5.611357387352e-05,0.0,0.0
2607,succeed flexible postCOVID19,1,5.611357387352e-05,0.0,0.0
2608,promotions based new,1,5.611357387352e-05,0.0,0.0
2609,test looming bring,1,5.611357387352e-05,0.0,0.0
2610,factory ”,1,5.611357387352e-05,0.0,0.0
2611,new sources data,1,5.611357387352e-05,0.0,0.0
2612,carrental company used,1,5.611357387352e-05,0.0,0.0
2613,organizations must,1,5.611357387352e-05,0.0,0.0
2614,forced work,1,5.611357387352e-05,0.0,0.0
2615,Demand planning,1,5.611357387352e-05,0.0,0.0
2616,delivered using,1,5.611357387352e-05,0.0,0.0
2617,advantage Consider,1,5.611357387352e-05,0.0,0.0
2618,defining future ITproduct,1,5.611357387352e-05,0.0,0.0
2619,found economies still,1,5.611357387352e-05,0.0,0.0
2620,Cup Many wondered,1,5.611357387352e-05,0.0,0.0
2621,analytics combine,1,5.611357387352e-05,0.0,0.0
2591,salespipelinemanagement process,1,5.611357387352e-05,0.0,0.0
2590,employer believe changing,1,5.611357387352e-05,0.0,0.0
2589,reassure various,1,5.611357387352e-05,0.0,0.0
2588,pitch also beautiful,1,5.611357387352e-05,0.0,0.0
2557,return full speed,1,5.611357387352e-05,0.0,0.0
2558,chief competitor,1,5.611357387352e-05,0.0,0.0
2559,turn fixed capital,1,5.611357387352e-05,0.0,0.0
2560,team checkins weekly,1,5.611357387352e-05,0.0,0.0
2562,roads Exhibit Recovering,1,5.611357387352e-05,0.0,0.0
2563,advantage Dramatic shifts,1,5.611357387352e-05,0.0,0.0
2564,becomes clear fast,1,5.611357387352e-05,0.0,0.0
2565,capitalspend diagnostics,1,5.611357387352e-05,0.0,0.0
2566,characteristic companies,1,5.611357387352e-05,0.0,0.0
2567,accelerate This reinvention,1,5.611357387352e-05,0.0,0.0
2568,call substantial,1,5.611357387352e-05,0.0,0.0
2569,accelerated shift digital,1,5.611357387352e-05,0.0,0.0
2570,fund rapid flexible,1,5.611357387352e-05,0.0,0.0
2571,cared ” One,1,5.611357387352e-05,0.0,0.0
2623,inventory rebalancing capitalspend,1,5.611357387352e-05,0.0,0.0
2572,collection model customers,1,5.611357387352e-05,0.0,0.0
2574,together three,1,5.611357387352e-05,0.0,0.0
2575,failed perform Fouled,1,5.611357387352e-05,0.0,0.0
2576,came back,1,5.611357387352e-05,0.0,0.0
2577,fill new adapted,1,5.611357387352e-05,0.0,0.0
2578,meanwhile outsourcing partner,1,5.611357387352e-05,0.0,0.0
2579,top talent scarcest,1,5.611357387352e-05,0.0,0.0
2580,insight generation—for example,1,5.611357387352e-05,0.0,0.0
2581,teams effective,1,5.611357387352e-05,0.0,0.0
2582,online initial research,1,5.611357387352e-05,0.0,0.0
2583,back loyal,1,5.611357387352e-05,0.0,0.0
2584,faster decisions strengthen,1,5.611357387352e-05,0.0,0.0
2585,asset base supplier,1,5.611357387352e-05,0.0,0.0
2586,A wide,1,5.611357387352e-05,0.0,0.0
2587,slow companies,1,5.611357387352e-05,0.0,0.0
2573,remembered historic,1,5.611357387352e-05,0.0,0.0
3246,agility productivity end,1,5.611357387352e-05,0.0,0.0
3284,communities first,1,5.611357387352e-05,0.0,0.0
3248,experience “ contactless,1,5.611357387352e-05,0.0,0.0
3974,acute range,1,5.611357387352e-05,0.0,0.0
3975,acted put,1,5.611357387352e-05,0.0,0.0
3976,models Embracing,1,5.611357387352e-05,0.0,0.0
3977,examples kind,1,5.611357387352e-05,0.0,0.0
3978,collaboration tools,1,5.611357387352e-05,0.0,0.0
3979,Coming crisis,1,5.611357387352e-05,0.0,0.0
3980,response ’ way,1,5.611357387352e-05,0.0,0.0
3981,customers cancelled,1,5.611357387352e-05,0.0,0.0
3982,effective They rewiring,1,5.611357387352e-05,0.0,0.0
3983,6 From surviving,1,5.611357387352e-05,0.0,0.0
3984,player Pelé,1,5.611357387352e-05,0.0,0.0
3985,Things AI better,1,5.611357387352e-05,0.0,0.0
3986,three months,1,5.611357387352e-05,0.0,0.0
3987,ownership external orientation,1,5.611357387352e-05,0.0,0.0
3988,consumer behavior demand,1,5.611357387352e-05,0.0,0.0
3989,orders reassure,1,5.611357387352e-05,0.0,0.0
3990,clearly The social,1,5.611357387352e-05,0.0,0.0
3991,plane going sporting,1,5.611357387352e-05,0.0,0.0
3992,capitalspend diagnostics portfolio,1,5.611357387352e-05,0.0,0.0
3993,business plan,1,5.611357387352e-05,0.0,0.0
3994,Second involves,1,5.611357387352e-05,0.0,0.0
3995,To build progress,1,5.611357387352e-05,0.0,0.0
3996,roles linked value,1,5.611357387352e-05,0.0,0.0
3997,models creating new,1,5.611357387352e-05,0.0,0.0
3998,training new skills,1,5.611357387352e-05,0.0,0.0
3999,demanding—all seen,1,5.611357387352e-05,0.0,0.0
4000,twice rate chief,1,5.611357387352e-05,0.0,0.0
4001,organizational culture,1,5.611357387352e-05,0.0,0.0
4002,way next normal,1,5.611357387352e-05,0.0,0.0
3973,weekly even,1,5.611357387352e-05,0.0,0.0
4003,platforms support,1,5.611357387352e-05,0.0,0.0
3972,dashboard track,1,5.611357387352e-05,0.0,0.0
3970,accelerated shift,1,5.611357387352e-05,0.0,0.0
3941,position next normal,1,5.611357387352e-05,0.0,0.0
3942,always coming COVID19,1,5.611357387352e-05,0.0,0.0
3943,work grow Who,1,5.611357387352e-05,0.0,0.0
3944,” remarked retail,1,5.611357387352e-05,0.0,0.0
3945,accelerated decline,1,5.611357387352e-05,0.0,0.0
3946,technical support,1,5.611357387352e-05,0.0,0.0
3947,connectivity Now,1,5.611357387352e-05,0.0,0.0
3948,business–building entities,1,5.611357387352e-05,0.0,0.0
3949,postCOVID19 5,1,5.611357387352e-05,0.0,0.0
3950,work grow,1,5.611357387352e-05,0.0,0.0
3951,return World,1,5.611357387352e-05,0.0,0.0
3952,fallout companies build,1,5.611357387352e-05,0.0,0.0
3953,’ journey,1,5.611357387352e-05,0.0,0.0
3954,February With roads,1,5.611357387352e-05,0.0,0.0
3955,videoconferences solve problems,1,5.611357387352e-05,0.0,0.0
3956,medical care spend,1,5.611357387352e-05,0.0,0.0
3957,choosing We see,1,5.611357387352e-05,0.0,0.0
3958,environment value,1,5.611357387352e-05,0.0,0.0
3959,Reimagining sustainable,1,5.611357387352e-05,0.0,0.0
3960,launch curbsidedelivery,1,5.611357387352e-05,0.0,0.0
3961,public transportation The,1,5.611357387352e-05,0.0,0.0
3962,To survive,1,5.611357387352e-05,0.0,0.0
3963,reserved 8,1,5.611357387352e-05,0.0,0.0
3964,short lowcost,1,5.611357387352e-05,0.0,0.0
3965,prioritize accounts deals,1,5.611357387352e-05,0.0,0.0
3966,To address challenges,1,5.611357387352e-05,0.0,0.0
3967,automation technology,1,5.611357387352e-05,0.0,0.0
3968,cases tailored,1,5.611357387352e-05,0.0,0.0
3969,three days Within,1,5.611357387352e-05,0.0,0.0
3971,operational resilience,1,5.611357387352e-05,0.0,0.0
4004,responding Much,1,5.611357387352e-05,0.0,0.0
4005,connectivity Rapidly,1,5.611357387352e-05,0.0,0.0
4006,accelerating cost transparency,1,5.611357387352e-05,0.0,0.0
4041,possible—they happening,1,5.611357387352e-05,0.0,0.0
4042,way work thus,1,5.611357387352e-05,0.0,0.0
4043,digital access services,1,5.611357387352e-05,0.0,0.0
4044,core Companies,1,5.611357387352e-05,0.0,0.0
4045,Solving “,1,5.611357387352e-05,0.0,0.0
4046,6 From,1,5.611357387352e-05,0.0,0.0
4047,postCOVID19 return declined,1,5.611357387352e-05,0.0,0.0
4048,done right,1,5.611357387352e-05,0.0,0.0
4049,internal “,1,5.611357387352e-05,0.0,0.0
4050,For industries airlines,1,5.611357387352e-05,0.0,0.0
4051,build longterm strategic,1,5.611357387352e-05,0.0,0.0
4052,reallocation resources,1,5.611357387352e-05,0.0,0.0
4053,These digital approaches,1,5.611357387352e-05,0.0,0.0
4054,carrental company whose,1,5.611357387352e-05,0.0,0.0
4056,themes emerging Building,1,5.611357387352e-05,0.0,0.0
4057,This involve,1,5.611357387352e-05,0.0,0.0
4058,adaptation When crisis,1,5.611357387352e-05,0.0,0.0
4059,witnessing surely,1,5.611357387352e-05,0.0,0.0
4060,used done weekly,1,5.611357387352e-05,0.0,0.0
4061,analysis cleansheeting,1,5.611357387352e-05,0.0,0.0
4062,It required,1,5.611357387352e-05,0.0,0.0
4063,checkins weekly 30minute,1,5.611357387352e-05,0.0,0.0
4064,work new,1,5.611357387352e-05,0.0,0.0
4065,new operating models,1,5.611357387352e-05,0.0,0.0
4066,data sets,1,5.611357387352e-05,0.0,0.0
4067,skills onto,1,5.611357387352e-05,0.0,0.0
4068,5 From,1,5.611357387352e-05,0.0,0.0
4069,growth enable,1,5.611357387352e-05,0.0,0.0
4070,Reimagining Return promotions,1,5.611357387352e-05,0.0,0.0
4040,guide personalization,1,5.611357387352e-05,0.0,0.0
4039,The moment,1,5.611357387352e-05,0.0,0.0
4038,accelerated delivery,1,5.611357387352e-05,0.0,0.0
4037,also need,1,5.611357387352e-05,0.0,0.0
4007,decommissioning legacy,1,5.611357387352e-05,0.0,0.0
4008,streamline organizational structures,1,5.611357387352e-05,0.0,0.0
4009,Brazilian soccer,1,5.611357387352e-05,0.0,0.0
4010,common performance culture,1,5.611357387352e-05,0.0,0.0
4011,customer another ”,1,5.611357387352e-05,0.0,0.0
4012,fast Sales,1,5.611357387352e-05,0.0,0.0
4013,Building operations,1,5.611357387352e-05,0.0,0.0
4014,base fund,1,5.611357387352e-05,0.0,0.0
4015,postCOVID19 reality This,1,5.611357387352e-05,0.0,0.0
4016,But reimagining recover,1,5.611357387352e-05,0.0,0.0
4017,crisis abates,1,5.611357387352e-05,0.0,0.0
4018,used jumping,1,5.611357387352e-05,0.0,0.0
4019,revenues gradually crisis,1,5.611357387352e-05,0.0,0.0
4020,premium placed,1,5.611357387352e-05,0.0,0.0
3940,creation opportunities leadership,1,5.611357387352e-05,0.0,0.0
4021,tournaments team eliminated,1,5.611357387352e-05,0.0,0.0
4023,chains also likely,1,5.611357387352e-05,0.0,0.0
4024,decentralization jump ahead,1,5.611357387352e-05,0.0,0.0
4025,facing hardship,1,5.611357387352e-05,0.0,0.0
4026,Ecosystems adaptability,1,5.611357387352e-05,0.0,0.0
4027,digitizing sales,1,5.611357387352e-05,0.0,0.0
4028,even roster,1,5.611357387352e-05,0.0,0.0
4029,progress speed,1,5.611357387352e-05,0.0,0.0
4030,3 Rethinking organization,1,5.611357387352e-05,0.0,0.0
4031,demonstrated “,1,5.611357387352e-05,0.0,0.0
4032,significantly reduce,1,5.611357387352e-05,0.0,0.0
4033,brisk cadence,1,5.611357387352e-05,0.0,0.0
4034,cleansheeting endto,1,5.611357387352e-05,0.0,0.0
4035,get medical,1,5.611357387352e-05,0.0,0.0
4036,digital technologies,1,5.611357387352e-05,0.0,0.0
4022,said cared,1,5.611357387352e-05,0.0,0.0
3939,operations competitive,1,5.611357387352e-05,0.0,0.0
3938,shown better way,1,5.611357387352e-05,0.0,0.0
3937,Global Editorial Services,1,5.611357387352e-05,0.0,0.0
3836,targeted campaigns win,1,5.611357387352e-05,0.0,0.0
3837,customers ’ customers,1,5.611357387352e-05,0.0,0.0
3838,position long,1,5.611357387352e-05,0.0,0.0
3839,organizational structures,1,5.611357387352e-05,0.0,0.0
3840,institutional experimentation,1,5.611357387352e-05,0.0,0.0
3841,even return,1,5.611357387352e-05,0.0,0.0
3842,ITproduct platform establishing,1,5.611357387352e-05,0.0,0.0
3843,variable wherever,1,5.611357387352e-05,0.0,0.0
3844,Brazilian football,1,5.611357387352e-05,0.0,0.0
3845,recover revenue Speed,1,5.611357387352e-05,0.0,0.0
3846,five qualities,1,5.611357387352e-05,0.0,0.0
3847,identity Leaders,1,5.611357387352e-05,0.0,0.0
3848,initial research,1,5.611357387352e-05,0.0,0.0
3850,ownership external,1,5.611357387352e-05,0.0,0.0
3851,standards upend old,1,5.611357387352e-05,0.0,0.0
3852,talent development,1,5.611357387352e-05,0.0,0.0
3853,United States went,1,5.611357387352e-05,0.0,0.0
3854,continue Another economy,1,5.611357387352e-05,0.0,0.0
3855,increasingly willing,1,5.611357387352e-05,0.0,0.0
3856,making How grow,1,5.611357387352e-05,0.0,0.0
3857,leaders good,1,5.611357387352e-05,0.0,0.0
3858,must answer important,1,5.611357387352e-05,0.0,0.0
3859,Internet Things,1,5.611357387352e-05,0.0,0.0
3860,less data,1,5.611357387352e-05,0.0,0.0
